dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
1.3135392,3,0,8,17,0,3,1,1,0.8,0.7424,0.49,0.2239
1.3330656,2,1,3,20,0,5,1,1,0.4,0.4091,0.62,0.1642
1.2956544,1,0,1,20,0,6,0,1,0.06,0.0758,0.45,0.1642
1.3487904,4,1,9,9,0,5,1,2,0.62,0.5758,0.83,0.1045
1.3216608,4,0,11,13,0,6,0,1,0.42,0.4242,0.3,0.2836
1.3485312,4,1,9,13,0,2,1,1,0.64,0.6212,0.47,0.2537
1.3041216,2,0,4,14,0,6,0,1,0.54,0.5152,0.39,0.2239
1.3311648,1,1,3,12,0,4,1,2,0.56,0.5303,0.6,0.4478
1.3386816,2,1,6,2,0,0,0,1,0.52,0.5,0.59,0.1045
1.3386816,2,1,6,6,0,0,0,1,0.46,0.4545,0.82,0.1045
1.310256,3,0,7,12,0,0,0,1,0.82,0.7576,0.46,0.2836
1.3519008,4,1,11,1,0,6,0,2,0.34,0.303,0.49,0.3284
1.3053312,2,0,5,7,0,6,0,3,0.48,0.4697,1.0,0.0
1.3516416,4,1,10,16,0,3,1,2,0.42,0.4242,0.54,0.2239
1.3043808,2,0,5,20,0,2,1,1,0.66,0.6212,0.61,0.194
1.3532832,4,1,11,11,0,1,1,2,0.38,0.3939,0.66,0.2537
1.3384224,2,1,5,19,0,4,1,1,0.72,0.6515,0.34,0.1642
1.3303872,1,1,2,7,0,2,1,1,0.28,0.2576,0.45,0.2985
1.3269312,1,1,1,10,0,4,1,1,0.14,0.2121,0.59,0.0
1.3047264,2,0,5,14,0,6,0,3,0.6,0.6212,0.35,0.1642
1.3229568,4,0,12,7,0,0,0,1,0.26,0.303,0.87,0.0
1.3203648,4,0,11,18,0,5,1,1,0.42,0.4242,0.32,0.4627
1.306368,2,0,5,5,0,4,1,2,0.6,0.5455,0.88,0.0896
1.327536,1,1,1,23,0,4,1,2,0.4,0.4091,0.82,0.0
1.3356576,2,1,4,9,0,0,0,1,0.4,0.4091,0.71,0.1343
1.301616,2,0,4,12,0,5,1,1,0.34,0.303,0.53,0.3582
1.3378176,2,1,5,3,0,4,1,2,0.6,0.5455,0.88,0.1045
1.3415328,3,1,7,23,0,5,1,1,0.8,0.7879,0.63,0.1045
1.3393728,2,1,6,22,0,1,1,2,0.72,0.6667,0.58,0.194
1.3235616,4,0,12,10,0,0,0,1,0.24,0.2879,0.44,0.0
1.3418784,3,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1343
1.3506048,4,1,10,4,0,5,1,2,0.56,0.5303,0.83,0.0
1.3088736,3,0,6,13,0,5,1,1,0.8,0.7121,0.36,0.2239
1.3412736,3,1,7,19,0,2,1,2,0.84,0.7424,0.36,0.1343
1.3477536,3,1,9,2,0,0,0,1,0.52,0.5,0.63,0.0
1.3057632,2,0,5,3,0,4,1,1,0.48,0.4697,1.0,0.0
1.3512096,4,1,10,14,0,5,1,2,0.6,0.6061,0.64,0.1343
1.2991968,1,0,3,21,0,5,1,2,0.3,0.2879,0.7,0.2239
1.3419648,3,1,7,22,0,3,1,1,0.72,0.6667,0.58,0.2537
1.3428288,3,1,7,22,0,6,0,2,0.6,0.5455,0.88,0.1045
1.3217472,4,0,11,5,0,0,0,2,0.42,0.4242,0.67,0.2836
1.3567392,1,1,12,8,0,6,0,2,0.26,0.2424,0.81,0.0
1.305936,2,0,5,5,0,6,0,1,0.46,0.4545,0.88,0.1045
1.3153536,3,0,9,17,0,3,1,3,0.64,0.5758,0.89,0.0
1.3032576,2,0,4,12,0,3,1,1,0.7,0.6515,0.48,0.3881
1.3017888,2,0,4,18,0,0,0,2,0.46,0.4545,0.31,0.0
1.3411872,3,1,7,4,0,1,1,2,0.72,0.6667,0.54,0.2985
1.2959136,1,0,1,20,0,2,1,1,0.24,0.2273,0.65,0.194
1.336608,2,1,5,2,0,4,1,2,0.48,0.4697,0.88,0.1045
1.346976,3,1,9,6,0,5,1,1,0.62,0.5606,0.88,0.1045
1.331856,1,1,3,16,0,5,1,3,0.48,0.4697,0.77,0.0
1.3036896,2,0,4,5,0,1,1,2,0.46,0.4545,1.0,0.0
1.3399776,2,1,6,17,0,1,1,2,0.6,0.5909,0.73,0.194
1.3220928,4,0,11,17,1,4,0,1,0.48,0.4697,0.33,0.1045
1.343088,3,1,7,7,0,2,1,1,0.7,0.6667,0.74,0.1642
1.3039488,2,0,4,0,0,4,1,1,0.64,0.5909,0.78,0.3582
1.329696,1,1,2,10,1,1,0,1,0.22,0.197,0.55,0.4478
1.3289184,1,1,2,8,0,6,0,3,0.22,0.2273,0.93,0.1343
1.340928,3,1,6,8,0,5,1,2,0.74,0.6818,0.55,0.1045
1.333152,2,1,3,14,0,6,0,2,0.5,0.4848,0.63,0.2537
1.3208832,4,0,11,15,0,4,1,3,0.36,0.3333,0.81,0.2985
1.297728,1,0,2,8,0,2,1,1,0.2,0.1818,0.32,0.3582
1.3221792,4,0,11,17,0,5,1,1,0.5,0.4848,0.34,0.1045
1.299888,1,0,3,0,0,6,0,1,0.26,0.2727,0.6,0.1343
1.3035168,2,0,4,22,0,6,0,2,0.58,0.5455,0.78,0.2537
1.3146624,3,0,8,1,0,2,1,1,0.56,0.5303,0.68,0.1045
1.299456,1,0,3,14,0,1,1,1,0.32,0.2879,0.36,0.4179
1.3316832,1,1,3,1,0,3,1,1,0.52,0.5,0.63,0.0896
1.3092192,3,0,6,11,0,2,1,1,0.82,0.7576,0.46,0.0
1.307232,2,0,6,14,0,0,0,1,0.7,0.6515,0.58,0.1642
1.348704,4,1,9,9,0,4,1,1,0.66,0.6212,0.65,0.0
1.328832,1,1,2,21,0,5,1,2,0.32,0.3333,0.66,0.0896
1.3071456,2,0,6,1,0,6,0,1,0.54,0.5152,0.64,0.1045
1.3261536,1,1,1,1,0,2,1,2,0.22,0.2424,0.93,0.1045
1.2973824,1,0,2,11,0,5,1,1,0.22,0.2273,0.47,0.1343
1.3364352,2,1,5,10,0,2,1,2,0.58,0.5455,0.68,0.4179
1.3042944,2,0,5,12,0,1,1,1,0.62,0.6061,0.69,0.2239
1.302912,2,0,4,0,0,6,0,2,0.36,0.3485,0.81,0.2239
1.3398048,2,1,6,6,0,6,0,1,0.54,0.5152,0.68,0.194
1.2966912,1,0,2,14,0,4,1,1,0.22,0.197,0.37,0.3881
1.3512096,4,1,10,2,0,5,1,2,0.52,0.5,0.88,0.1045
1.3460256,3,1,8,6,0,1,1,1,0.62,0.5606,0.88,0.0
1.340064,2,1,6,19,0,2,1,1,0.8,0.7727,0.59,0.2239
1.2954816,1,0,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836
1.3017888,2,0,4,17,0,0,0,2,0.46,0.4545,0.28,0.1343
1.3028256,2,0,4,23,1,5,0,2,0.36,0.3485,0.81,0.194
1.3051584,2,0,5,17,0,4,1,2,0.64,0.6212,0.57,0.194
1.3173408,4,0,9,17,0,5,1,1,0.62,0.6212,0.53,0.194
1.3360896,2,1,5,17,0,5,1,1,0.7,0.6515,0.54,0.4627
1.3388544,2,1,6,22,0,2,1,1,0.56,0.5303,0.52,0.1045
1.3045536,2,0,5,7,0,4,1,1,0.38,0.3939,0.58,0.2537
1.3228704,4,0,12,9,0,6,0,1,0.26,0.2727,0.7,0.1045
1.2995424,1,0,3,18,0,2,1,1,0.34,0.3333,0.27,0.194
1.3065408,2,0,5,12,0,6,0,1,0.72,0.6667,0.58,0.2537
1.3549248,4,1,12,21,0,6,0,2,0.36,0.3788,1.0,0.0
1.349568,4,1,10,5,0,0,0,2,0.44,0.4394,0.54,0.1343
1.3060224,2,0,5,17,0,0,0,1,0.7,0.6515,0.58,0.2537
1.299024,1,0,3,6,0,3,1,1,0.22,0.2121,0.55,0.2537
1.3568256,1,1,12,1,0,0,0,2,0.26,0.2273,0.56,0.4179
1.3166496,3,0,9,21,0,4,1,2,0.64,0.5758,0.89,0.0896
1.3533696,4,1,11,22,0,2,1,1,0.36,0.3788,0.71,0.0
1.3157856,3,0,9,15,0,1,1,1,0.74,0.6667,0.48,0.0896
1.2984192,1,0,2,21,0,3,1,1,0.24,0.2879,0.48,0.0
1.3421376,3,1,7,3,0,5,1,2,0.68,0.6364,0.61,0.0
1.3563072,1,1,12,1,0,1,1,1,0.22,0.2727,0.69,0.0
1.2948768,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194
1.3310784,1,1,3,16,0,3,1,1,0.56,0.5303,0.37,0.4179
1.3519008,4,1,11,9,0,6,0,2,0.34,0.303,0.49,0.2985
1.3501728,4,1,10,8,0,0,0,1,0.44,0.4394,0.77,0.194
1.3058496,2,0,5,22,0,5,1,1,0.54,0.5152,0.73,0.0
1.355616,4,1,12,18,0,0,0,3,0.38,0.3939,0.82,0.1045
1.2991104,1,0,3,8,0,4,1,1,0.14,0.1212,0.39,0.2985
1.3563936,1,1,12,19,1,2,0,2,0.32,0.303,0.66,0.2239
1.3229568,4,0,12,12,0,0,0,1,0.36,0.3485,0.81,0.1642
1.3312512,1,1,3,8,0,5,1,2,0.34,0.2879,0.42,0.5224
1.3169088,4,0,9,4,0,0,0,3,0.6,0.5152,0.94,0.1343
1.3282272,1,1,2,21,0,5,1,1,0.34,0.3485,0.49,0.1045
1.29816,1,0,2,15,0,0,0,1,0.36,0.3636,0.27,0.0896
1.3462848,3,1,8,19,0,4,1,1,0.76,0.6818,0.48,0.1343
1.3131936,3,0,8,8,0,6,0,2,0.7,0.6515,0.65,0.1642
1.3567392,1,1,12,21,0,6,0,2,0.28,0.2424,0.56,0.4925
1.3481856,3,1,9,9,0,5,1,1,0.58,0.5455,0.68,0.1343
1.3116384,3,0,7,15,0,2,1,1,0.88,0.7576,0.28,0.3284
1.3293504,1,1,2,3,0,4,1,2,0.3,0.3333,0.61,0.0
1.3360032,2,1,5,0,0,4,1,2,0.48,0.4697,0.82,0.2239
1.3325472,2,1,3,3,0,6,0,1,0.54,0.5152,0.77,0.1045
1.3130208,3,0,8,14,0,4,1,1,0.8,0.697,0.29,0.0
1.3138848,3,0,8,12,0,0,0,1,0.82,0.803,0.59,0.2836
1.3259808,1,1,1,18,0,0,0,1,0.34,0.3182,0.46,0.2239
1.350432,4,1,10,22,0,3,1,1,0.46,0.4545,0.88,0.2537
1.3176,4,0,10,17,0,1,1,2,0.4,0.4091,0.76,0.1642
1.2940128,1,0,1,19,0,1,1,1,0.2,0.2576,0.47,0.0
1.3006656,2,0,3,16,0,1,1,2,0.54,0.5152,0.64,0.2836
1.3402368,3,1,6,19,0,4,1,1,0.88,0.803,0.39,0.2239
1.3287456,1,1,2,10,0,4,1,1,0.22,0.2121,0.51,0.2239
1.353456,4,1,11,22,0,3,1,1,0.34,0.3636,0.49,0.0
1.347408,3,1,9,2,0,3,1,1,0.52,0.5,0.72,0.0896
1.33056,1,1,3,21,0,4,1,1,0.42,0.4242,0.47,0.4627
1.3182912,4,0,10,7,0,2,1,2,0.52,0.5,0.88,0.0896
1.3015296,2,0,3,18,0,4,1,2,0.3,0.303,0.87,0.1343
1.3501728,4,1,10,7,0,0,0,1,0.42,0.4242,0.82,0.2239
1.3044672,2,0,5,1,0,3,1,3,0.5,0.4848,0.82,0.2836
1.3283136,1,1,2,6,0,6,0,1,0.22,0.2273,0.87,0.1343
1.3053312,2,0,5,12,0,6,0,3,0.52,0.5,1.0,0.0896
1.3421376,3,1,7,14,0,5,1,2,0.8,0.7121,0.38,0.0
1.3245984,1,0,12,18,0,5,1,1,0.36,0.3333,0.5,0.2537
1.299888,1,0,3,23,0,6,0,1,0.38,0.3939,0.66,0.0896
1.3139712,3,0,8,14,0,1,1,1,0.74,0.6515,0.3,0.3881
1.3127616,3,0,8,8,0,1,1,1,0.74,0.6818,0.58,0.3284
1.3437792,3,1,8,3,0,3,1,1,0.64,0.5758,0.83,0.1045
1.3487904,4,1,9,13,0,5,1,2,0.7,0.6515,0.51,0.2537
1.3431744,3,1,7,20,0,3,1,1,0.74,0.6515,0.4,0.1642
1.330128,1,1,2,10,0,6,0,1,0.26,0.2273,0.6,0.3582
1.2944448,1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642
1.317168,4,0,9,2,0,3,1,1,0.6,0.5455,0.88,0.2537
1.3471488,3,1,9,3,0,0,0,1,0.54,0.5152,0.73,0.2239
1.3057632,2,0,5,23,0,4,1,1,0.48,0.4697,0.94,0.0
1.352592,4,1,11,14,0,0,0,1,0.6,0.6212,0.33,0.1642
1.307664,2,0,6,23,0,5,1,1,0.72,0.697,0.74,0.1642
1.3083552,2,0,6,18,0,6,0,2,0.74,0.6818,0.55,0.194
1.333152,2,1,3,13,0,6,0,1,0.54,0.5152,0.6,0.1343
1.307664,2,0,6,19,0,5,1,1,0.78,0.7424,0.59,0.194
1.3081824,2,0,6,0,0,4,1,1,0.6,0.6212,0.56,0.1045
1.3065408,2,0,5,23,0,6,0,1,0.64,0.5758,0.83,0.194
1.310688,3,0,7,1,0,5,1,1,0.62,0.5909,0.73,0.194
1.3022208,2,0,4,5,0,5,1,2,0.32,0.3182,0.87,0.194
1.3425696,3,1,7,20,0,3,1,1,0.74,0.6818,0.62,0.0896
1.306368,2,0,5,11,0,4,1,1,0.74,0.697,0.66,0.2239
1.3366944,2,1,5,16,0,5,1,1,0.62,0.6061,0.25,0.3284
1.3451616,3,1,8,9,0,5,1,1,0.7,0.2424,0.58,0.1045
1.341792,3,1,7,11,0,1,1,2,0.72,0.6818,0.62,0.1343
1.34136,3,1,7,23,1,3,0,2,0.78,0.697,0.43,0.0896
1.3519872,4,1,11,22,0,0,0,1,0.3,0.2879,0.52,0.2836
1.3362624,2,1,5,20,0,0,0,1,0.6,0.6061,0.64,0.194
1.347408,3,1,9,3,0,3,1,1,0.5,0.4848,0.77,0.0896
1.3105152,3,0,7,21,0,3,1,1,0.7,0.6667,0.79,0.1045
1.3557888,4,1,12,7,0,2,1,1,0.36,0.3485,0.93,0.1343
1.3034304,2,0,4,19,0,5,1,3,0.32,0.303,0.93,0.2239
1.3461984,3,1,8,2,0,3,1,1,0.62,0.5909,0.73,0.1343
1.3160448,3,0,9,19,0,4,1,1,0.46,0.4545,0.67,0.4627
1.3499136,4,1,10,12,0,4,1,1,0.46,0.4545,0.36,0.0
1.3004928,1,0,3,8,0,6,0,1,0.42,0.4242,0.47,0.4925
1.3070592,2,0,6,6,0,5,1,1,0.54,0.5152,0.45,0.2985
1.3246848,1,0,12,7,0,6,0,1,0.3,0.2727,0.7,0.3582
1.3436064,3,1,7,15,0,1,1,1,0.8,0.7424,0.49,0.2537
1.356048,1,1,12,14,0,5,1,2,0.32,0.2879,0.39,0.4478
1.3283136,1,1,2,2,0,6,0,1,0.24,0.2576,0.7,0.0896
1.3538016,4,1,11,1,0,0,0,1,0.22,0.2273,0.44,0.194
1.3568256,1,1,12,23,0,0,0,1,0.2,0.197,0.51,0.2239
1.3563936,1,1,12,4,1,2,0,2,0.24,0.2576,0.87,0.0896
1.3510368,4,1,10,21,0,3,1,2,0.62,0.6061,0.61,0.1045
1.314144,3,0,8,16,0,3,1,1,0.76,0.697,0.52,0.4179
1.3074048,2,0,6,14,0,2,1,2,0.8,0.7273,0.43,0.2836
1.3359168,2,1,5,17,0,3,1,1,0.6,0.5909,0.73,0.2537
1.2943584,1,0,1,4,0,5,1,2,0.2,0.2121,0.69,0.1343
1.3309056,1,1,3,7,0,1,1,1,0.18,0.197,0.59,0.1343
1.3131936,3,0,8,17,0,6,0,2,0.72,0.697,0.74,0.2537
1.3139712,3,0,8,16,0,1,1,1,0.74,0.6515,0.3,0.3881
1.3380768,2,1,5,5,0,0,0,1,0.62,0.5758,0.83,0.194
1.3176864,4,0,10,17,0,2,1,1,0.56,0.5303,0.6,0.3881
1.3552704,4,1,12,19,0,3,1,2,0.3,0.2879,0.56,0.2239
1.3356576,2,1,4,10,0,0,0,1,0.42,0.4242,0.67,0.0896
1.3467168,3,1,9,0,0,2,1,2,0.7,0.6667,0.84,0.2537
1.3337568,2,1,4,22,0,6,0,1,0.48,0.4697,0.2,0.194
1.3360896,2,1,5,0,0,5,1,1,0.6,0.5758,0.78,0.3284
1.3143168,3,0,8,21,0,5,1,1,0.72,0.697,0.79,0.1642
1.3533696,4,1,11,16,0,2,1,2,0.42,0.4242,0.62,0.0896
1.353888,4,1,11,13,0,1,1,1,0.42,0.4242,0.35,0.1045
1.314576,3,0,8,12,0,1,1,2,0.68,0.6364,0.44,0.1642
1.3096512,3,0,7,16,0,0,0,1,0.84,0.803,0.53,0.2985
1.356048,1,1,12,5,0,5,1,2,0.34,0.303,0.76,0.4179
1.3343616,2,1,4,14,0,6,0,2,0.64,0.6212,0.27,0.4478
1.3201056,4,0,11,6,0,2,1,1,0.32,0.3182,0.81,0.194
1.3065408,2,0,5,4,0,6,0,1,0.56,0.5303,0.88,0.2537
1.3194144,4,0,10,1,0,1,1,1,0.4,0.4091,0.82,0.1343
1.322352,4,0,11,4,0,0,0,1,0.34,0.3485,0.87,0.1045
1.299888,1,0,3,2,0,6,0,1,0.24,0.2273,0.65,0.194
1.3258944,1,1,1,6,0,6,0,1,0.26,0.2727,0.75,0.1045
1.3359168,2,1,5,18,0,3,1,1,0.56,0.5303,0.73,0.2239
1.3235616,4,0,12,8,0,0,0,1,0.16,0.2273,0.69,0.0
1.3134528,3,0,8,17,0,2,1,1,0.76,0.6818,0.45,0.3284
1.3264992,1,1,1,0,0,6,0,1,0.16,0.1818,0.47,0.1045
1.3376448,2,1,5,11,0,2,1,2,0.6,0.5758,0.78,0.0
1.349136,4,1,10,12,0,2,1,2,0.6,0.5455,0.88,0.194
1.318032,4,0,10,20,0,6,0,1,0.52,0.5,0.77,0.1045
1.3100832,3,0,7,3,0,5,1,1,0.68,0.6364,0.79,0.1045
1.3389408,2,1,6,13,0,3,1,1,0.62,0.6212,0.41,0.0896
1.3309056,1,1,3,14,0,1,1,2,0.28,0.2576,0.57,0.3582
1.31544,3,0,9,23,0,4,1,3,0.62,0.5152,1.0,0.0896
1.3277088,1,1,1,1,0,6,0,1,0.3,0.303,0.52,0.1642
1.3061952,2,0,5,16,0,2,1,1,0.66,0.6212,0.69,0.194
1.3430016,3,1,7,11,0,1,1,2,0.8,0.7424,0.52,0.1642
1.323216,4,0,12,20,0,3,1,3,0.34,0.2879,0.87,0.6418
1.3393728,2,1,6,16,0,1,1,2,0.8,0.7121,0.41,0.4179
1.3470624,3,1,9,2,0,6,0,1,0.66,0.5909,0.89,0.3284
1.3463712,3,1,8,7,0,5,1,2,0.64,0.5758,0.89,0.0896
1.343952,3,1,8,3,0,5,1,1,0.68,0.6364,0.79,0.2239
1.3447296,3,1,8,0,0,0,0,2,0.64,0.6061,0.73,0.1343
1.3480128,3,1,9,0,0,3,1,2,0.56,0.5303,0.68,0.2836
1.3252032,1,0,12,23,0,5,1,2,0.36,0.3333,0.66,0.2537
1.3281408,1,1,2,18,0,4,1,1,0.4,0.4091,0.43,0.4627
1.3467168,3,1,9,21,0,2,1,1,0.74,0.7121,0.74,0.2537
1.2966048,1,0,2,16,0,3,1,1,0.36,0.3333,0.71,0.2985
1.3507776,4,1,10,1,0,0,0,1,0.42,0.4242,0.58,0.2239
1.3436064,3,1,7,19,0,1,1,1,0.82,0.7727,0.52,0.1642
1.3018752,2,0,4,8,0,1,1,2,0.46,0.4545,0.55,0.2985
1.2979872,1,0,2,21,0,5,1,1,0.58,0.5455,0.21,0.4925
1.3416192,3,1,7,2,0,6,0,1,0.76,0.7424,0.72,0.1642
1.3215744,4,0,11,0,0,5,1,1,0.26,0.2576,0.48,0.1642
1.3152672,3,0,9,15,0,2,1,3,0.54,0.5152,0.94,0.3881
1.3379904,2,1,5,9,0,6,0,1,0.64,0.5758,0.83,0.194
1.3082688,2,0,6,22,0,5,1,1,0.62,0.5606,0.88,0.1343
1.3480128,3,1,9,15,0,3,1,1,0.62,0.6212,0.35,0.0
1.3369536,2,1,5,1,0,1,1,2,0.6,0.6061,0.6,0.2836
1.336176,2,1,5,7,0,6,0,1,0.56,0.5303,0.88,0.0
1.3048992,2,0,5,20,0,1,1,1,0.54,0.5152,0.49,0.194
1.3436928,3,1,7,20,0,2,1,3,0.7,0.6515,0.7,0.194
1.3475808,3,1,9,2,0,5,1,1,0.56,0.5303,0.73,0.0
1.3010976,2,0,3,12,0,6,0,1,0.3,0.2879,0.36,0.194
1.3097376,3,0,7,16,1,1,0,1,0.82,0.7424,0.41,0.0
1.3442112,3,1,8,4,0,1,1,2,0.72,0.697,0.74,0.1343
1.306368,2,0,5,21,0,4,1,1,0.72,0.6818,0.62,0.0896
1.3500864,4,1,10,0,0,6,0,1,0.36,0.3636,0.57,0.0896
1.3523328,4,1,11,14,0,4,1,1,0.44,0.4394,0.18,0.4179
1.3498272,4,1,10,12,0,3,1,1,0.54,0.5152,0.56,0.2239
1.3309056,1,1,3,8,0,1,1,1,0.2,0.2273,0.59,0.1045
1.3117248,3,0,7,21,0,3,1,1,0.74,0.6667,0.48,0.1045
1.3134528,3,0,8,18,0,2,1,1,0.76,0.6818,0.45,0.2239
1.3434336,3,1,7,3,0,6,0,1,0.72,0.6818,0.7,0.0
1.3201056,4,0,11,2,0,2,1,2,0.36,0.3485,0.81,0.1642
1.3497408,4,1,10,20,0,2,1,2,0.5,0.4848,0.72,0.1642
1.2959136,1,0,1,15,0,2,1,2,0.32,0.3485,0.42,0.0
1.3455072,3,1,8,0,0,2,1,2,0.6,0.5606,0.83,0.0896
1.2941856,1,0,1,4,0,3,1,1,0.24,0.2273,0.48,0.2239
1.3351392,2,1,4,21,0,1,1,2,0.32,0.303,0.81,0.2239
1.3526784,4,1,11,11,1,1,0,1,0.52,0.5,0.72,0.1642
1.3315104,1,1,3,20,0,1,1,2,0.56,0.5303,0.49,0.2239
1.3347936,2,1,4,21,0,4,1,1,0.52,0.5,0.55,0.1045
1.3351392,2,1,4,20,0,1,1,2,0.32,0.3182,0.76,0.1642
1.3412736,3,1,7,3,0,2,1,1,0.7,0.6515,0.65,0.1343
1.3105152,3,0,7,19,0,3,1,1,0.7,0.6667,0.79,0.1045
1.3363488,2,1,5,12,0,1,1,2,0.56,0.5303,0.68,0.2239
1.3221792,4,0,11,18,0,5,1,1,0.46,0.4545,0.44,0.0896
1.3248576,1,0,12,4,1,1,0,1,0.34,0.303,0.46,0.2985
1.3546656,4,1,12,5,0,3,1,1,0.5,0.4848,0.59,0.2836
1.2999744,1,0,3,0,0,0,0,1,0.38,0.3939,0.62,0.1045
1.3298688,1,1,2,4,0,3,1,1,0.34,0.3333,0.71,0.1642
1.3324608,2,1,3,1,0,5,1,1,0.54,0.5152,0.88,0.0
1.3412736,3,1,7,13,0,2,1,1,0.9,0.7727,0.25,0.1343
1.3408416,3,1,6,11,0,4,1,1,0.8,0.697,0.31,0.194
1.3018752,2,0,4,6,0,1,1,1,0.42,0.4242,0.58,0.2836
1.3306464,1,1,3,20,0,5,1,2,0.36,0.3485,0.87,0.194
1.31544,3,0,9,0,0,4,1,3,0.6,0.5,1.0,0.194
1.3131072,3,0,8,15,0,5,1,1,0.8,0.697,0.29,0.1642
1.343088,3,1,7,2,0,2,1,1,0.66,0.6061,0.83,0.1642
1.3492224,4,1,10,7,0,3,1,2,0.6,0.5152,0.94,0.194
1.3485312,4,1,9,19,0,2,1,1,0.62,0.6212,0.5,0.2537
1.311552,3,0,7,2,0,1,1,2,0.74,0.7121,0.79,0.0896
1.3418784,3,1,7,10,0,2,1,1,0.76,0.7121,0.62,0.194
1.2993696,1,0,3,16,0,0,0,3,0.36,0.3333,1.0,0.2836
1.3294368,1,1,2,10,0,5,1,1,0.34,0.3182,0.71,0.2836
1.3133664,3,0,8,10,0,1,1,1,0.68,0.6364,0.69,0.2836
1.3494816,4,1,10,12,0,6,0,1,0.7,0.6515,0.54,0.1045
1.3375584,2,1,5,5,0,1,1,3,0.56,0.5303,0.88,0.2985
1.3093056,3,0,6,11,0,3,1,1,0.76,0.6667,0.35,0.2239
1.340064,2,1,6,6,0,2,1,2,0.6,0.5758,0.78,0.1045
1.3151808,3,0,9,15,1,1,0,2,0.68,0.6364,0.79,0.2836
1.3114656,3,0,7,15,0,0,0,1,0.9,0.8485,0.42,0.2537
1.3087872,3,0,6,21,0,4,1,1,0.7,0.6667,0.74,0.194
1.3290048,1,1,2,15,0,0,0,1,0.16,0.1212,0.4,0.5522
1.3434336,3,1,7,4,0,6,0,1,0.7,0.6667,0.79,0.194
1.338768,2,1,6,10,0,1,1,1,0.64,0.6212,0.41,0.4627
1.3185504,4,0,10,22,0,5,1,1,0.46,0.4545,0.59,0.2239
1.337472,2,1,5,20,0,0,0,1,0.66,0.6212,0.61,0.4179
1.3013568,2,0,3,1,0,2,1,1,0.24,0.2121,0.32,0.2985
1.3127616,3,0,8,1,0,1,1,1,0.68,0.6364,0.83,0.1343
1.3391136,2,1,6,17,0,5,1,1,0.76,0.6667,0.29,0.194
1.3205376,4,0,11,18,0,0,0,1,0.42,0.4242,0.71,0.1045
1.3220064,4,0,11,5,0,3,1,2,0.46,0.4545,0.94,0.194
1.3152672,3,0,9,6,0,2,1,2,0.54,0.5152,0.88,0.3284
1.3192416,4,0,10,20,0,6,0,1,0.42,0.4242,0.67,0.0
1.3257216,1,1,1,8,0,4,1,2,0.2,0.2576,0.75,0.0
1.2963456,1,0,1,8,0,0,0,2,0.14,0.2121,0.86,0.0
1.3044672,2,0,5,13,0,3,1,2,0.46,0.4545,0.59,0.4478
1.3125024,3,0,8,8,0,5,1,1,0.7,0.6515,0.65,0.2239
1.3563936,1,1,12,23,1,2,0,2,0.28,0.2727,0.65,0.2537
1.3169952,4,0,9,18,0,1,1,1,0.66,0.6061,0.83,0.1045
1.3203648,4,0,11,7,0,5,1,2,0.4,0.4091,0.86,0.2239
1.3034304,2,0,4,21,0,5,1,3,0.3,0.303,0.93,0.1642
1.2991104,1,0,3,11,0,4,1,1,0.2,0.2273,0.29,0.0896
1.3290048,1,1,2,14,0,0,0,1,0.16,0.1212,0.4,0.5224
1.2979008,1,0,2,14,0,4,1,1,0.6,0.6212,0.31,0.2239
1.3285728,1,1,2,9,0,2,1,1,0.32,0.3333,0.49,0.0
1.3265856,1,1,1,1,0,0,0,2,0.16,0.1364,0.47,0.2985
1.3358304,2,1,5,7,0,2,1,2,0.5,0.4848,0.94,0.2537
1.3101696,3,0,7,17,0,6,0,1,0.84,0.7273,0.32,0.0
1.2967776,1,0,2,20,0,5,1,2,0.24,0.2424,0.65,0.1642
1.3329792,2,1,3,2,0,4,1,1,0.6,0.6061,0.28,0.2985
1.3004064,1,0,3,10,0,5,1,1,0.52,0.5,0.53,0.2836
1.2945312,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284
1.3036032,2,0,4,8,0,0,0,1,0.52,0.5,0.94,0.2239
1.3207968,4,0,11,12,0,3,1,1,0.5,0.4848,0.51,0.1642
1.3074048,2,0,6,3,0,2,1,1,0.6,0.5909,0.73,0.0896
1.3366944,2,1,5,21,0,5,1,1,0.6,0.6061,0.28,0.1045
1.3336704,2,1,4,10,0,5,1,1,0.36,0.3333,0.4,0.3284
1.3501728,4,1,10,20,0,0,0,1,0.54,0.5152,0.73,0.2239
1.3054176,2,0,5,11,0,0,0,1,0.6,0.5758,0.78,0.2239
1.2976416,1,0,2,13,0,1,1,1,0.58,0.5455,0.19,0.3881
1.2941856,1,0,1,13,0,3,1,1,0.28,0.2576,0.3,0.2985
1.3385088,2,1,6,5,0,5,1,2,0.62,0.5909,0.78,0.0896
1.3475808,3,1,9,4,0,5,1,1,0.54,0.5152,0.77,0.0
1.30248,2,0,4,11,0,1,1,2,0.6,0.5909,0.73,0.2985
1.2975552,1,0,2,22,0,0,0,1,0.4,0.4091,0.35,0.2985
